blue_wins,first_blood,dragons,heralds,experience,kills,assists,towers_destroyed,wards_placed,wards_destroyed,cs_per_min,gold_per_min,avg_level,elite_monsters,total_jungle_minions_killed
1,0,0,0,493,-3,-3,0,15,0,1.1000000000000014,-102,0.20000000000000018,0,9
0,0,-1,0,-1067,-4,-9,0,-2,-1,-1.7000000000000028,-247.20000000000005,-0.7999999999999998,-1,8
1,0,1,0,-55,2,6,0,8,-2,-2.400000000000002,126,0.20000000000000018,1,8
0,1,-1,0,2015,3,7,0,5,-1,2.6000000000000014,185.69999999999982,0.40000000000000036,-1,12
0,0,1,0,-1647,-5,-10,0,0,2,0.8000000000000007,-328.20000000000005,-0.6000000000000005,1,0
1,1,1,0,2111,5,8,0,1,3,0.10000000000000142,288.29999999999995,0.7999999999999998,1,4
1,1,1,1,1696,3,4,0,2,2,1.1999999999999993,170.29999999999995,0.39999999999999947,2,3
0,1,-1,0,-359,1,0,0,1,1,-2.099999999999998,7.100000000000136,0,-1,7
1,0,-1,0,872,2,-1,0,25,1,-1.9000000000000021,27.5,0.20000000000000018,-1,-6
0,0,-1,-1,638,-1,-1,0,7,1,1.6999999999999993,-80.90000000000009,0,-2,2
0,1,-1,1,-1236,-1,-2,0,-20,-2,-1.0999999999999979,-173,-0.20000000000000018,0,-19
0,0,-1,1,1377,-2,-4,0,-7,2,0.6999999999999993,-90.40000000000009,0.20000000000000018,0,28
1,0,0,0,2300,4,5,0,20,-1,4.600000000000001,300.39999999999986,0.40000000000000036,0,5
1,0,1,0,761,3,8,0,1,1,1,157.4000000000001,0,1,-18
1,1,0,0,-1423,0,-1,0,-7,1,1.1999999999999993,-103.59999999999991,-0.40000000000000036,0,-28
0,1,-1,1,433,-1,0,0,-21,0,0.8999999999999986,1.599999999999909,0.40000000000000036,0,11
0,0,0,-1,-4210,-9,-6,-1,29,-1,-6,-638.5999999999999,-0.7999999999999998,-1,-24
1,1,0,0,3310,9,7,0,-1,1,5.5,509.5999999999999,1.1999999999999993,0,-5
1,1,1,0,1683,4,0,1,6,-4,1.8000000000000007,275.5999999999999,0.20000000000000018,1,-3
1,0,0,1,-1025,-1,1,0,3,-2,-3.8000000000000007,-97.70000000000005,-0.20000000000000018,1,-12
0,0,0,0,-1655,0,2,0,-22,-5,-3.5,-80.80000000000018,-0.40000000000000036,0,12
0,0,-1,0,-407,-2,-8,0,-8,-4,0.29999999999999716,-155.89999999999986,-0.20000000000000018,-1,-3
1,1,1,1,1017,3,1,0,6,1,0.5,138.10000000000014,0,2,-7
0,0,1,0,370,0,1,0,-6,2,1.9000000000000021,13.100000000000136,-0.20000000000000018,1,-8
0,0,-1,1,-2749,-6,-7,0,-14,0,2.299999999999997,-269.9000000000001,-0.40000000000000036,0,-1
1,1,1,0,316,4,6,0,1,-1,-2.099999999999998,120.10000000000014,0.40000000000000036,1,-2
0,0,-1,0,2269,3,5,1,-8,-1,5.400000000000002,463.29999999999995,0.6000000000000005,-1,13
0,0,-1,0,-1391,-5,-4,0,0,1,-2.6999999999999993,-226.20000000000005,-0.20000000000000018,-1,14
0,0,-1,0,500,-1,-5,0,7,1,0.10000000000000142,-4.900000000000091,0.20000000000000018,-1,25
1,1,1,-1,1089,2,-1,0,-18,-1,-0.3000000000000007,168.70000000000005,0,0,-2
1,1,1,1,2922,8,9,0,108,0,-0.40000000000000213,393.3000000000002,0.7999999999999998,2,28
0,0,1,0,-4397,-6,-3,0,-4,2,-2.099999999999998,-406.10000000000014,-0.8000000000000007,1,-31
0,0,0,0,-1839,-1,1,0,8,-2,-1.6999999999999993,-170.5,-0.20000000000000018,0,-10
0,1,1,-1,-1547,-1,3,0,8,-1,1.1999999999999993,10.5,-0.20000000000000018,0,4
1,0,-1,0,521,-2,-3,0,3,-1,-0.09999999999999787,-55.40000000000009,0.20000000000000018,-1,13
0,1,-1,0,-1577,-1,-1,0,1,1,-4.300000000000001,-103.70000000000005,-0.20000000000000018,-1,9
0,1,-1,1,480,1,-4,-1,3,-3,0.3000000000000007,-114.39999999999986,0,0,17
1,1,-1,0,953,1,3,0,24,-1,1.3999999999999986,117.29999999999995,0.20000000000000018,-1,-31
0,1,1,0,-1136,-5,-6,0,1,3,1.1999999999999993,-262.20000000000005,-0.20000000000000018,1,2
1,1,1,-1,470,2,1,0,0,1,3.6999999999999993,115.09999999999991,0.20000000000000018,0,2
0,0,-1,-1,-1307,-2,-4,0,-1,0,-0.5,-103.79999999999995,-0.20000000000000018,-2,-14
1,1,0,1,1060,4,2,0,4,-2,3.1999999999999993,142.4000000000001,0.1999999999999993,1,-21
0,0,-1,-1,932,1,3,0,-35,1,4.399999999999999,180.70000000000005,0.40000000000000036,-2,-14
0,0,-1,1,524,-1,0,0,-22,-5,2.099999999999998,-17.799999999999955,0.20000000000000018,0,4
1,0,1,1,3243,5,9,0,-11,2,4.100000000000001,355.79999999999995,0.40000000000000036,2,12
1,0,1,0,-1864,-3,1,0,-3,2,-4.699999999999999,-176.29999999999995,-0.6000000000000005,1,8
1,0,0,0,2189,6,8,0,3,-1,-1.5,254.70000000000005,0.8000000000000007,0,23
1,1,-1,0,2694,7,3,0,2,1,1,303.70000000000005,0.6000000000000005,-1,10
0,0,1,0,-394,0,3,0,-2,-2,-4.600000000000001,-103.09999999999991,-0.20000000000000018,1,-12
1,0,-1,1,1330,-2,-1,0,28,0,6.399999999999999,83.20000000000005,0.20000000000000018,0,22
0,0,0,1,-827,-3,-7,0,5,-2,4.099999999999998,-152.4000000000001,-0.20000000000000018,1,-11
0,0,-1,-1,-718,-1,-3,0,-4,1,-1.3000000000000007,-110.09999999999991,-0.40000000000000036,-2,12
0,0,-1,-1,-588,-3,-4,0,11,-3,0.6999999999999993,-180.5999999999999,0,-2,-11
0,0,-1,0,967,-2,-6,0,3,-1,1.6999999999999993,-92.70000000000005,0.20000000000000018,-1,11
1,1,-1,-1,728,4,6,0,-2,1,1.3000000000000007,142.5,0.20000000000000018,-2,-8
1,0,1,0,1161,2,4,0,0,3,0.7000000000000028,117.69999999999982,0.40000000000000036,1,-11
0,0,1,1,-2081,-5,-3,0,1,0,-0.40000000000000213,-289.60000000000014,-0.6000000000000005,2,-32
1,0,0,0,1054,3,1,0,6,-2,-3.8000000000000007,90.5,0.20000000000000018,0,8
0,1,1,1,-1580,-2,-2,0,-18,0,-0.1999999999999993,-25.600000000000136,-0.40000000000000036,2,-4
1,1,1,0,-534,2,8,0,-88,0,0.6999999999999993,62.5,-0.20000000000000018,1,-9
0,0,-1,0,-2009,-4,-3,0,-2,0,-7,-362.79999999999995,-0.20000000000000018,-1,0
0,1,-1,1,480,0,1,0,14,2,-1.6000000000000014,76.90000000000009,0.39999999999999947,0,13
0,0,-1,0,-3550,-6,-6,0,-28,14,-4.199999999999999,-390,-1.1999999999999993,-1,-11
1,0,1,-1,-231,1,2,0,-5,0,-1.6999999999999993,-0.7000000000000455,-0.20000000000000018,0,-17
1,1,-1,0,1433,3,5,0,-1,3,-2.400000000000002,168.29999999999995,0.20000000000000018,-1,-12
0,0,-1,0,-3408,-7,-9,0,-1,-4,-5.199999999999999,-478.20000000000005,-0.6000000000000005,-1,-11
1,1,1,0,-214,2,2,0,24,2,-1,63.600000000000136,0.20000000000000018,1,-8
1,0,1,0,-2624,-7,-6,0,27,-3,-3.599999999999998,-342.0999999999999,-1,1,-12
1,0,1,0,1599,2,1,0,-21,2,1,97.59999999999991,0.40000000000000036,1,19
1,1,1,0,-94,3,8,0,-23,3,1.2000000000000028,81.70000000000005,0.20000000000000018,1,-22
1,1,-1,0,-351,0,3,0,3,1,-1.1999999999999993,-13.700000000000045,0,-1,-24
0,0,-1,0,-1286,-2,-6,0,-49,2,-2.5,-170.70000000000005,-0.5999999999999996,-1,-3
1,0,1,0,-235,-3,-11,0,-4,0,8.5,-55.59999999999991,0.20000000000000018,1,-5
1,1,1,-1,-717,2,7,0,8,-2,-2.6000000000000014,-14.600000000000136,-0.20000000000000018,0,-7
1,0,-1,0,1418,0,-1,0,-21,-1,-0.3000000000000007,138.89999999999986,0.40000000000000036,-1,15
0,0,1,-1,-528,-1,-2,0,12,2,0.3000000000000007,-89,0,0,11
1,1,-1,-1,705,1,3,0,-2,2,6.100000000000001,114,0,-2,8
0,1,0,0,-1832,-2,-1,0,2,-1,-4.699999999999999,-165.5999999999999,-0.39999999999999947,0,-11
1,0,-1,-1,-261,5,10,0,-14,1,-0.6999999999999993,217.10000000000014,-0.1999999999999993,-2,0
1,1,0,0,2484,8,12,0,4,-1,-1,384.0999999999999,0.40000000000000036,0,4
1,0,-1,1,-2172,-7,-10,1,-21,2,1.5999999999999979,-88.5,-0.6000000000000005,0,4
0,0,1,1,-2286,-5,-5,0,-1,-2,-5,-275.1999999999998,-0.6000000000000005,2,8
0,0,0,0,-445,0,-3,0,4,-2,3.5,9.400000000000091,-0.20000000000000018,0,0
0,0,1,1,891,2,6,0,57,1,-5.399999999999999,-72.20000000000005,0.40000000000000036,2,17
0,1,-1,0,-477,-4,-2,0,-1,0,5.199999999999999,53.700000000000045,0,-1,5
1,0,1,1,5568,8,4,0,-24,8,1.3999999999999986,407.89999999999986,1.2000000000000002,2,31
1,0,0,0,2081,5,7,1,74,2,0.3000000000000007,400.5999999999999,0.6000000000000005,0,3
0,1,-1,-1,-5395,-7,-6,0,2,2,-4.600000000000001,-358.20000000000005,-1.1999999999999993,-2,-15
1,1,1,-1,2183,4,6,0,4,1,-0.3999999999999986,221.70000000000005,0.40000000000000036,0,28
1,1,1,1,1511,5,7,0,0,-2,0.10000000000000142,304.89999999999986,0.20000000000000018,2,5
1,0,1,0,-474,-1,-3,0,-12,0,-0.09999999999999787,-30.5,0,1,4
0,0,1,-1,479,2,5,0,39,0,1.0999999999999979,132.5,0,0,-1
0,1,-1,0,-561,0,-3,0,-23,1,-0.1999999999999993,-9.299999999999955,-0.20000000000000018,-1,2
0,1,-1,-1,-1795,-2,-4,0,0,-1,-0.8000000000000007,-207.39999999999986,-0.39999999999999947,-2,-3
1,1,1,-1,-747,0,0,0,1,-2,1.2999999999999972,51,-0.40000000000000036,0,-16
0,0,1,0,-2407,-5,-4,0,2,-1,-1.3999999999999986,-354.9000000000001,-0.6000000000000005,1,-17
1,0,-1,0,359,0,-1,0,-39,2,4.100000000000001,27.199999999999818,0.40000000000000036,-1,-12
1,1,0,0,2189,4,4,0,-27,-1,2.3999999999999986,218.69999999999982,0.20000000000000018,0,-1
0,0,0,-1,-2556,-6,-7,-1,1,-1,-2,-490.70000000000005,-0.7999999999999998,-1,-7
1,0,-1,1,-484,-4,-7,0,2,-2,-0.8000000000000007,-213.20000000000005,0,0,21
1,1,1,0,2532,6,3,0,2,-2,2.099999999999998,230.4000000000001,1,1,-4
1,0,-1,0,3379,8,10,0,-68,3,-0.09999999999999787,421.89999999999986,0.6000000000000005,-1,14
0,1,0,0,-2340,-1,-2,0,-24,1,-6.300000000000001,-204.89999999999986,-0.40000000000000036,0,-1
0,0,-1,0,-1073,0,6,0,-2,2,2.3999999999999986,-6.599999999999909,0.20000000000000018,-1,-16
0,1,-1,1,1567,1,1,0,0,1,5.5,259.0999999999999,0.40000000000000036,0,18
0,1,-1,0,-3034,-8,-15,-1,1,0,2.1000000000000014,-377.20000000000005,-1,-1,-7
0,0,-1,-1,-2158,-4,-6,0,-3,-1,-3.599999999999998,-346.79999999999995,-0.8000000000000007,-2,-36
1,1,0,0,3916,11,11,0,12,1,1.5999999999999979,615.3,1,0,9
0,0,-1,0,-2730,-5,-8,0,-41,-2,0.40000000000000213,-221.60000000000014,-0.5999999999999996,-1,0
0,0,1,0,-1767,-5,-10,0,-2,-2,-1.5,-230.80000000000018,-0.6000000000000005,1,11
0,0,-1,0,-1759,-3,-2,0,1,0,2.400000000000002,-167.5999999999999,-0.40000000000000036,-1,-32
1,1,1,0,1259,5,1,0,5,1,2.8000000000000007,270.9000000000001,0.40000000000000036,1,-12
1,1,1,0,1409,3,5,0,28,3,0.6999999999999993,182.39999999999986,0.20000000000000018,1,-1
0,0,-1,-1,-45,3,6,0,0,2,-3.8000000000000007,22.90000000000009,-0.20000000000000018,-2,-6
0,0,1,0,-5061,-9,-3,0,-2,1,-7.100000000000001,-476.70000000000005,-1.2000000000000002,1,4
0,0,1,0,-4485,-13,-17,-1,53,-4,-6,-765.5000000000002,-1.2000000000000002,1,24
1,0,0,0,-2051,-5,-8,0,8,-5,-1.1999999999999993,-205.79999999999995,-0.40000000000000036,0,2
1,0,1,0,-208,0,4,0,-2,2,-1.1999999999999993,-57.5,-0.20000000000000018,1,-12
1,0,-1,0,-442,3,4,0,-1,-1,-1.7999999999999972,86.19999999999982,-0.20000000000000018,-1,0
1,1,1,0,1659,4,8,0,20,2,2,276.0999999999999,0,1,4
1,1,1,0,4777,9,6,0,1,2,5.199999999999999,580.5,1,1,20
0,0,-1,1,-305,-2,-8,0,9,-1,-1.3999999999999986,-81,0,0,7
0,1,0,1,706,1,4,0,107,-1,-0.1999999999999993,103.39999999999986,0.20000000000000018,1,4
1,1,0,-1,-2856,-4,-4,0,1,-7,-2.8999999999999986,-259.5,-0.8000000000000007,-1,-1
1,0,-1,0,-73,-1,2,0,6,4,0.5,-33.399999999999864,0.20000000000000018,-1,7
1,1,1,1,2161,7,4,1,-2,3,0.1999999999999993,380.60000000000014,0.40000000000000036,2,0
0,0,1,0,727,5,10,0,-20,2,-1.1999999999999993,224.20000000000005,0.40000000000000036,1,5
0,0,0,1,-213,-3,-6,0,0,-2,2.099999999999998,-89.29999999999995,0,1,7
1,0,-1,0,2566,8,6,0,-4,2,4,400.29999999999995,0.40000000000000036,-1,0
1,0,1,0,2149,2,-2,0,4,-2,3.3999999999999986,81.89999999999986,0.40000000000000036,1,-9
1,1,0,-1,1935,6,9,0,60,4,4.699999999999999,400.89999999999986,0.40000000000000036,-1,3
0,0,1,0,-1001,-1,-1,0,0,-2,-2.599999999999998,-25.899999999999864,-0.40000000000000036,1,-6
0,1,0,0,-738,3,6,0,11,0,3.1999999999999993,172.80000000000018,-0.20000000000000018,0,-16
0,0,-1,1,393,0,-3,0,0,3,3.400000000000002,47.40000000000009,0.39999999999999947,0,12
0,1,0,0,328,6,3,0,2,0,-0.1999999999999993,186.30000000000018,0,0,-17
1,0,1,0,-204,1,5,0,1,-3,-0.5,21.799999999999955,-0.20000000000000018,1,-6
0,0,1,0,-1743,-2,6,0,13,-3,-2.400000000000002,-84.5,-0.39999999999999947,1,-32
0,0,-1,0,-2694,-4,-7,0,4,-3,-6.800000000000001,-263.5,-0.5999999999999996,-1,4
1,0,1,1,2414,5,7,0,17,1,1.6999999999999993,281.70000000000005,0.5999999999999996,2,-5
1,1,-1,0,5396,10,9,0,11,-2,6.299999999999997,580.2,1.3999999999999995,-1,23
0,1,1,0,-1807,-7,-5,0,20,1,1.5,-238.29999999999995,-0.6000000000000005,1,-3
0,1,-1,0,-1850,-2,-1,0,0,-3,-0.6000000000000014,-156.79999999999995,-0.40000000000000036,-1,-20
1,1,-1,1,1634,4,3,0,9,4,0.8999999999999986,226.29999999999995,0.39999999999999947,0,-8
1,0,1,0,3444,10,17,0,-48,3,1.5,430.0999999999999,0.8000000000000007,1,-4
1,0,-1,0,-2318,-5,-5,0,-1,0,-1.3000000000000007,-291.9000000000001,-0.40000000000000036,-1,-9
1,1,1,0,2787,6,8,0,7,-5,2.3000000000000007,292.3000000000002,0.6000000000000005,1,11
0,0,-1,-1,-951,-3,-6,0,4,-2,-0.3999999999999986,-105.89999999999986,-0.20000000000000018,-2,6
1,0,1,0,1251,4,5,0,5,1,2.1999999999999993,114.29999999999995,0,1,-16
1,0,-1,0,266,2,4,0,42,1,2,73.59999999999991,-0.20000000000000018,-1,12
0,1,-1,0,-3750,-9,-9,0,-2,-1,-6.299999999999997,-481.5999999999999,-0.6000000000000005,-1,20
1,0,1,1,3949,5,1,0,-18,-1,2.8000000000000007,397.70000000000005,1.1999999999999993,2,25
0,0,-1,-1,-3206,-6,-7,0,-24,0,-0.6999999999999993,-354.5,-0.8000000000000007,-2,-14
1,0,1,0,-837,-1,1,0,2,1,0.5,-49.600000000000136,-0.20000000000000018,1,17
1,1,-1,0,-1607,-4,-4,0,4,-1,0.3000000000000007,-133.4000000000001,-0.40000000000000036,-1,4
0,1,0,0,-217,1,-5,0,21,-5,-2.1000000000000014,-79.59999999999991,0.20000000000000018,0,-12
0,0,0,-1,-2282,-5,-8,0,-8,2,-2.8999999999999986,-339.70000000000005,-0.5999999999999996,-1,-13
0,0,-1,0,-1514,-3,-7,0,27,-1,1.8000000000000007,-193.69999999999982,-0.20000000000000018,-1,-31
0,1,1,-1,-690,3,2,0,-3,-1,-2.6000000000000014,38.40000000000009,0,0,4
0,1,0,0,-1462,-4,-4,0,-1,4,-1.5,-242.70000000000005,-0.20000000000000018,0,-10
0,0,1,-1,-497,2,2,0,1,2,0.3000000000000007,16.600000000000136,-0.20000000000000018,0,-3
0,0,0,0,-3115,-5,-4,-1,-5,5,-10.100000000000001,-630.9000000000001,-0.7999999999999998,0,8
0,1,-1,0,-1509,-1,2,0,-4,1,-2.5,-146.39999999999986,-0.20000000000000018,-1,-7
0,1,1,0,183,-3,-6,0,-27,2,0.6999999999999993,-62.700000000000045,0,1,19
0,1,1,0,1210,-1,-8,0,3,-1,6.300000000000001,44.90000000000009,0.20000000000000018,1,4
0,0,1,0,-188,1,-2,0,-13,-1,2.5,94.70000000000005,-0.20000000000000018,1,5
0,1,-1,0,-1111,-1,5,0,-2,0,0.8000000000000007,-71.29999999999995,0,-1,-13
1,1,-1,0,1388,6,8,0,8,1,-0.7000000000000028,267.29999999999995,0.6000000000000005,-1,-20
0,1,-1,-1,634,3,3,0,14,-2,-3.1999999999999993,53.40000000000009,0.40000000000000036,-2,-9
0,0,1,0,-2248,-6,-5,0,0,-2,-6,-400.5,-0.8000000000000007,1,13
0,1,-1,1,2118,3,2,0,-3,2,3.8000000000000007,268.20000000000005,0.6000000000000005,0,9
0,1,1,0,1763,1,3,0,2,3,5.299999999999997,209.19999999999982,0.5999999999999996,1,-1
1,0,0,0,2148,3,3,0,2,-2,4.100000000000001,230,0.20000000000000018,0,9
1,1,-1,0,220,1,4,0,2,2,6.400000000000002,283.29999999999995,-0.20000000000000018,-1,-21
0,0,1,0,-3713,-7,-5,-1,1,-1,-7.5,-513.5999999999999,-1,1,9
1,0,1,0,-932,-1,-7,0,-26,0,2,-8.799999999999955,0,1,-2
1,0,0,1,-1603,-3,-9,0,3,-3,-3.8999999999999986,-244,0,1,-3
1,0,1,0,73,-3,-4,0,-4,3,2.099999999999998,-107.5,0,1,9
1,1,1,1,-1304,-1,-8,0,39,-1,-0.6000000000000014,-179.9000000000001,0,2,-4
1,1,1,0,247,4,7,0,1,2,1.7000000000000028,201.29999999999995,0.20000000000000018,1,-29
1,1,1,1,1210,4,4,0,-8,4,5.5,357.4000000000001,0.20000000000000018,2,7
1,0,1,1,1059,0,-1,0,-3,2,5.399999999999999,122.90000000000009,0.20000000000000018,2,0
0,0,-1,0,-1385,-5,-2,0,26,-13,-6.199999999999999,-327.4000000000001,-0.40000000000000036,-1,12
0,0,-1,0,325,-3,-8,0,-1,2,2.099999999999998,-177,0.20000000000000018,-1,1
1,1,1,0,890,5,10,0,35,-2,-3.8999999999999986,189.20000000000005,0.20000000000000018,1,3
0,1,0,0,902,1,2,0,0,3,0.6999999999999993,52.5,0.20000000000000018,0,0
1,1,-1,1,2458,8,4,1,-5,0,0.5,445.29999999999995,0,0,10
0,1,1,0,441,5,8,0,-12,-2,-2.5,139.29999999999995,0.20000000000000018,1,4
0,0,-1,1,-559,-3,-1,0,-1,3,-0.5,-45.799999999999955,0,0,0
0,1,-1,0,-576,2,6,0,-34,9,-3.400000000000002,67.59999999999991,-0.40000000000000036,-1,7
1,0,0,-1,-2784,-4,1,0,13,3,-1.1000000000000014,-175.10000000000014,-0.6000000000000005,-1,-14
1,0,-1,-1,-1467,-3,-1,0,1,-2,-0.3000000000000007,-151.5999999999999,0,-2,-2
0,1,-1,0,-2678,-4,1,0,69,1,-2.5,-202.30000000000018,-0.40000000000000036,-1,-13
0,0,0,1,179,-1,-4,0,-2,-1,3.3000000000000007,-27.600000000000136,0,1,3
1,1,1,1,1834,3,2,0,6,3,1.1000000000000014,157.39999999999986,0.40000000000000036,2,17
1,0,-1,0,2190,3,9,0,7,0,2.599999999999998,237.79999999999995,0.40000000000000036,-1,-2
0,0,-1,0,-1842,-6,-4,0,-2,2,-3.400000000000002,-336,-0.40000000000000036,-1,-8
1,0,0,-1,1405,4,8,0,-5,1,-0.5,239.70000000000005,0.40000000000000036,-1,20
0,1,0,0,-1828,-3,-2,0,4,-5,3,-88.29999999999995,-0.40000000000000036,0,8
0,1,-1,-1,-2478,-3,-4,0,-26,-1,-0.20000000000000284,-263.79999999999995,-0.39999999999999947,-2,-24
1,1,0,0,5420,11,11,0,1,3,-0.5,503.5,1.2000000000000002,0,16
0,1,-1,-1,-899,-3,-2,0,3,0,1.6999999999999993,-100.29999999999995,0,-2,1
0,1,-1,0,-1151,-3,-6,0,0,-1,0.1999999999999993,-196.29999999999995,-0.40000000000000036,-1,4
0,0,-1,0,-1471,-1,-1,0,20,-1,-2.6999999999999993,-107.10000000000014,-0.20000000000000018,-1,11
1,1,0,0,1090,1,2,0,2,0,-1,89.70000000000005,0,0,21
0,0,-1,1,-1440,0,-1,0,5,-2,1,-21.90000000000009,-0.40000000000000036,0,-4
0,0,-1,0,-723,-4,-3,0,0,0,0.5,-188.9000000000001,0,-1,-7
1,0,1,0,432,-2,-2,0,2,1,-2.8000000000000007,-72,0,1,36
0,0,1,0,-15,-4,-8,0,-1,-1,-1.2000000000000028,-132.5,0,1,26
1,0,1,1,-1144,-3,-2,0,0,4,-1.1999999999999993,-162.30000000000018,0,2,8
1,0,1,0,759,0,3,0,-1,-4,-0.1999999999999993,107.59999999999991,0.20000000000000018,1,15
1,0,1,0,-667,-3,3,0,3,-2,-3.8000000000000007,-115.59999999999991,0,1,-6
0,0,0,1,-9,0,-3,0,4,0,0.8000000000000007,45,0,1,8
1,1,0,1,4467,2,0,2,-1,0,8.200000000000003,436.29999999999995,1.2000000000000002,1,19
1,1,1,0,2885,5,7,0,0,1,-0.8000000000000007,226.20000000000005,0.6000000000000005,1,18
1,1,1,0,-337,3,6,0,-2,-1,-0.6000000000000014,172.79999999999995,0,1,1
1,1,-1,1,323,0,1,0,62,-2,2.1000000000000014,92.39999999999986,0.20000000000000018,0,10
1,1,1,0,3126,10,11,0,2,0,4.5,454.4000000000001,0.6000000000000005,1,-15
1,1,1,-1,669,6,15,0,61,1,-0.3999999999999986,184.89999999999986,0.6000000000000005,0,-10
1,0,0,0,-2689,-4,-2,0,-27,2,-6.600000000000001,-389.0999999999999,-0.7999999999999998,0,-7
0,1,-1,0,-1942,-3,-1,0,-6,3,-0.09999999999999787,-131.4000000000001,-0.40000000000000036,-1,-17
1,1,0,0,91,4,9,0,-29,-2,0.6999999999999993,271.79999999999995,0.40000000000000036,0,0
0,0,-1,-1,-1268,-5,-9,0,1,4,-1,-217.4000000000001,-0.20000000000000018,-2,-12
1,1,1,0,720,3,1,0,-31,10,1.3000000000000007,109.30000000000018,0.20000000000000018,1,-8
1,0,0,0,-438,1,-5,0,-37,1,-1.8000000000000007,-21.5,-0.20000000000000018,0,10
1,1,-1,1,-1157,1,4,0,-35,-1,-0.1999999999999993,63.5,-0.39999999999999947,0,-21
1,1,1,0,1578,7,20,0,-2,2,2.5,358.0999999999999,0.40000000000000036,1,-1
0,0,0,0,-2561,-7,-3,0,-131,0,-3.1999999999999993,-362.20000000000005,-0.40000000000000036,0,-1
1,1,1,-1,312,0,-2,0,29,-2,0,-30.300000000000182,0,0,-8
1,1,-1,1,371,1,3,0,22,3,1.6999999999999993,109,0.20000000000000018,0,4
1,0,1,0,1794,1,-1,0,-2,2,-1.1000000000000014,32.40000000000009,0.5999999999999996,1,35
0,1,-1,0,-907,-1,-3,0,24,-2,0.1999999999999993,-41.59999999999991,-0.40000000000000036,-1,-8
0,1,-1,1,1154,0,-3,0,-28,14,3,6.199999999999818,0.40000000000000036,0,-15
0,1,-1,0,-1341,-2,-9,0,-20,-2,2.1000000000000014,-6.699999999999818,-0.6000000000000005,-1,20
1,0,1,0,3968,7,9,0,5,3,5.199999999999999,516.3,0.7999999999999998,1,1
1,1,1,0,1957,6,12,0,2,4,0.1999999999999993,272.79999999999995,0.20000000000000018,1,-3
0,0,1,0,-1400,-6,-6,0,-27,10,-5.200000000000003,-355.9000000000001,-0.40000000000000036,1,9
0,1,1,0,-1012,-3,-2,0,4,-2,-1.7999999999999972,-204,-0.5999999999999996,1,-14
1,1,1,0,726,5,6,0,-39,0,-1.3999999999999986,215.10000000000014,0.20000000000000018,1,5
0,0,0,0,-1634,-2,1,0,18,2,-6.1,-245.19999999999982,-0.40000000000000036,0,4
1,1,1,1,2259,3,4,0,23,-1,3.1000000000000014,325.5,0.40000000000000036,2,12
0,0,-1,0,-1320,-4,-11,0,4,-1,-1.6000000000000014,-356.3000000000002,-0.20000000000000018,-1,-20
1,0,0,0,3076,7,6,0,0,4,3.599999999999998,487.20000000000005,1,0,14
0,0,0,1,2102,-1,-2,0,18,1,1.8999999999999986,98.5,0.7999999999999998,1,11
1,0,1,0,1703,7,10,0,0,1,-2.599999999999998,171.9000000000001,0.40000000000000036,1,1
0,1,-1,-1,-2325,-6,-9,0,-4,4,-2.799999999999997,-284.60000000000014,-0.6000000000000005,-2,-6
0,0,-1,0,-2276,-7,-11,0,-15,-1,-1.2000000000000028,-389.0999999999999,-0.8000000000000007,-1,-22
1,0,0,0,867,1,0,0,24,1,1.1000000000000014,54,0.40000000000000036,0,-11
